,day,month
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
33,25.0,2.0
34,25.0,2.0
35,25.0,2.0
36,25.0,2.0
38,25.0,2.0
39,25.0,2.0
40,25.0,2.0
41,25.0,2.0
42,26.0,2.0
43,26.0,2.0
44,26.0,2.0
46,26.0,2.0
47,26.0,2.0
49,26.0,2.0
50,26.0,2.0
51,26.0,2.0
52,26.0,2.0
53,26.0,2.0
54,26.0,2.0
55,26.0,2.0
56,26.0,2.0
57,26.0,2.0
59,26.0,2.0
60,26.0,2.0
61,26.0,2.0
62,26.0,2.0
63,27.0,2.0
64,27.0,2.0
65,27.0,2.0
67,27.0,2.0
68,27.0,2.0
70,27.0,2.0
71,27.0,2.0
72,27.0,2.0
73,27.0,2.0
74,27.0,2.0
138,1.0,3.0
139,1.0,3.0
140,1.0,3.0
141,1.0,3.0
143,1.0,3.0
144,1.0,3.0
145,1.0,3.0
146,1.0,3.0
147,2.0,3.0
148,2.0,3.0
149,2.0,3.0
151,2.0,3.0
152,2.0,3.0
154,2.0,3.0
155,2.0,3.0
156,2.0,3.0
157,2.0,3.0
158,2.0,3.0
159,2.0,3.0
160,2.0,3.0
161,2.0,3.0
162,2.0,3.0
164,2.0,3.0
165,2.0,3.0
166,2.0,3.0
167,2.0,3.0
168,3.0,3.0
169,3.0,3.0
170,3.0,3.0
172,3.0,3.0
173,3.0,3.0
175,3.0,3.0
176,3.0,3.0
177,3.0,3.0
178,3.0,3.0
179,3.0,3.0
180,3.0,3.0
181,3.0,3.0
182,3.0,3.0
183,3.0,3.0
185,3.0,3.0
186,3.0,3.0
187,3.0,3.0
188,3.0,3.0
189,4.0,3.0
190,4.0,3.0
191,4.0,3.0
193,4.0,3.0
194,4.0,3.0
196,4.0,3.0
197,4.0,3.0
198,4.0,3.0
199,4.0,3.0
200,4.0,3.0
201,4.0,3.0
202,4.0,3.0
203,4.0,3.0
204,4.0,3.0
206,4.0,3.0
207,4.0,3.0
208,4.0,3.0
209,4.0,3.0
210,5.0,3.0
211,5.0,3.0
212,5.0,3.0
214,5.0,3.0
215,5.0,3.0
217,5.0,3.0
218,5.0,3.0
219,5.0,3.0
220,5.0,3.0
221,5.0,3.0
